SQ63,1/1/2006,10,15,20,2:22 AM,not arrived yet
SQ63,1/2/2006,4,5,6,2:22 AM,10:22 PM
SQ63,1/3/2006,10,15,20,2:22 AM,not arrived yet
SQ63,2/1/2006,10,15,20,11:07 AM,flight cancel
SQ63,2/2/2006,4,5,6,5:55 AM,11:07 AM
SQ63,2/3/2006,10,15,20,11:07 AM,flight cancel
SQ63,3/1/2006,10,15,20,11:45 PM,not arrived yet
SQ63,3/1/2006,11,8,5,8:30 PM,not arrived yet
SQ63,3/2/2006,4,5,6,not departed yet,flight cancel
SQ63,3/2/2006,11,8,5,not departed yet,3:16 PM
SQ63,3/3/2006,11,8,5,flight cancel,not arrived yet
SQ65,1/1/2006,10,15,20,3:33 AM,10:22 PM
SQ65,1/2/2006,4,5,6,3:33 AM,11:45 PM
SQ65,1/3/2006,10,15,20,3:33 AM,10:22 PM
SQ65,2/1/2006,10,15,20,2:22 AM,flight cancel
SQ65,2/2/2006,4,5,6,not departed yet,2:22 AM
SQ65,2/3/2006,10,15,20,2:22 AM,flight cancel
SQ65,3/1/2006,10,15,20,8:30 PM,not arrived yet
SQ65,3/1/2006,11,8,5,3:16 PM,not arrived yet
SQ65,3/2/2006,4,5,6,not departed yet,flight cancel
SQ65,3/2/2006,11,8,5,not departed yet,5:18 PM
SQ65,3/3/2006,11,8,5,flight cancel,not arrived yet
