SK1509,1/1/2006,4,5,6,5:55 AM,8:30 PM
SK1509,1/2/2006,4,5,6,5:55 AM,3:16 PM
SK1509,1/3/2006,4,5,6,5:55 AM,8:30 PM
SK1509,2/1/2006,10,15,20,4:44 AM,not arrived yet
SK1509,2/2/2006,4,5,6,flight cancel,4:44 AM
SK1509,2/3/2006,10,15,20,4:44 AM,not arrived yet
SK1509,3/1/2006,4,5,6,5:18 PM,not arrived yet
SK1509,3/1/2006,11,8,5,10:44 AM,not arrived yet
SK1509,3/2/2006,10,15,20,not departed yet,flight cancel
SK1509,3/2/2006,11,8,5,flight cancel,not arrived yet
SK1509,3/3/2006,11,8,5,flight cancel,10:22 PM
SK1510,1/1/2006,4,5,6,not departed yet,5:18 PM
SK1510,1/2/2006,4,5,6,not departed yet,not arrived yet
SK1510,1/3/2006,4,5,6,not departed yet,5:18 PM
SK1510,2/1/2006,10,15,20,not departed yet,not arrived yet
SK1510,2/2/2006,4,5,6,flight cancel,not arrived yet
SK1510,2/3/2006,10,15,20,not departed yet,not arrived yet
SK1510,3/1/2006,4,5,6,not departed yet,10:22 PM
SK1510,3/1/2006,11,8,5,11:07 AM,11:45 PM
SK1510,3/2/2006,10,15,20,10:22 PM,not arrived yet
SK1510,3/2/2006,11,8,5,flight cancel,not arrived yet
SK1510,3/3/2006,11,8,5,not departed yet,8:30 PM
SK509,1/1/2006,10,15,20,4:44 AM,11:45 PM
SK509,1/2/2006,4,5,6,4:44 AM,8:30 PM
SK509,1/3/2006,10,15,20,4:44 AM,11:45 PM
SK509,2/1/2006,10,15,20,3:33 AM,not arrived yet
SK509,2/2/2006,4,5,6,not departed yet,3:33 AM
SK509,2/3/2006,10,15,20,3:33 AM,not arrived yet
SK509,3/1/2006,10,15,20,3:16 PM,not arrived yet
SK509,3/1/2006,11,8,5,5:18 PM,not arrived yet
SK509,3/2/2006,10,15,20,not departed yet,flight cancel
SK509,3/2/2006,11,8,5,flight cancel,not arrived yet
SK509,3/3/2006,11,8,5,flight cancel,not arrived yet
SK510,1/1/2006,4,5,6,not departed yet,3:16 PM
SK510,1/2/2006,4,5,6,not departed yet,5:18 PM
SK510,1/3/2006,4,5,6,not departed yet,3:16 PM
SK510,2/1/2006,10,15,20,5:55 AM,not arrived yet
SK510,2/2/2006,4,5,6,flight cancel,5:55 AM
SK510,2/3/2006,10,15,20,5:55 AM,not arrived yet
SK510,3/1/2006,4,5,6,not departed yet,not arrived yet
SK510,3/1/2006,11,8,5,7:30 AM,10:22 PM
SK510,3/2/2006,10,15,20,not departed yet,not arrived yet
SK510,3/2/2006,11,8,5,flight cancel,not arrived yet
SK510,3/3/2006,11,8,5,flight cancel,11:45 PM
SK659,1/1/2006,4,5,6,not departed yet,not arrived yet
SK659,1/2/2006,4,5,6,not departed yet,not arrived yet
SK659,1/3/2006,4,5,6,not departed yet,not arrived yet
SK659,2/1/2006,10,15,20,not departed yet,10:22 PM
SK659,2/2/2006,4,5,6,flight cancel,10:22 PM
SK659,2/3/2006,10,15,20,not departed yet,10:22 PM
SK659,3/1/2006,4,5,6,not departed yet,8:30 PM
SK659,3/1/2006,11,8,5,3:33 AM,3:16 PM
SK659,3/2/2006,10,15,20,8:30 PM,not arrived yet
SK659,3/2/2006,11,8,5,flight cancel,10:22 PM
SK659,3/3/2006,11,8,5,not departed yet,5:18 PM
SK661,1/1/2006,4,5,6,not departed yet,not arrived yet
SK661,1/2/2006,4,5,6,not departed yet,not arrived yet
SK661,1/3/2006,4,5,6,not departed yet,not arrived yet
SK661,2/1/2006,10,15,20,not departed yet,not arrived yet
SK661,2/2/2006,4,5,6,flight cancel,not arrived yet
SK661,2/3/2006,10,15,20,not departed yet,not arrived yet
SK661,3/1/2006,4,5,6,not departed yet,11:45 PM
SK661,3/1/2006,11,8,5,2:22 AM,8:30 PM
SK661,3/2/2006,10,15,20,11:45 PM,not arrived yet
SK661,3/2/2006,11,8,5,flight cancel,not arrived yet
SK661,3/3/2006,11,8,5,not departed yet,3:16 PM
SK663,1/1/2006,4,5,6,not departed yet,8:15 AM
SK663,1/2/2006,4,5,6,not departed yet,flight cancel
SK663,1/3/2006,4,5,6,not departed yet,8:15 AM
SK663,2/1/2006,10,15,20,not departed yet,11:45 PM
SK663,2/2/2006,10,15,20,flight cancel,11:45 PM
SK663,2/3/2006,10,15,20,not departed yet,11:45 PM
SK663,3/1/2006,4,5,6,8:15 AM,3:16 PM
SK663,3/1/2006,11,8,5,4:44 AM,5:18 PM
SK663,3/2/2006,10,15,20,3:16 PM,not arrived yet
SK663,3/2/2006,11,8,5,flight cancel,11:45 PM
SK663,3/3/2006,11,8,5,not departed yet,not arrived yet
