LH9717,1/1/2006,10,15,20,not departed yet,not arrived yet
LH783,1/1/2006,10,15,20,10:22 PM,10:22 PM
TG317,1/1/2006,10,15,20,11:45 PM,11:45 PM
TG401,1/1/2006,10,15,20,8:30 PM,8:30 PM
TG403,1/1/2006,10,15,20,3:16 PM,3:16 PM
LH779,1/1/2006,10,15,20,5:18 PM,5:18 PM
LH6262,1/1/2006,10,15,20,8:15 AM,flight cancel
LH6258,1/1/2006,10,15,20,10:44 AM,flight cancel
LH3086,1/1/2006,10,15,20,7:30 AM,flight cancel
LH6260,1/1/2006,10,15,20,11:07 AM,flight cancel
SQ63,1/1/2006,10,15,20,2:22 AM,not arrived yet
SQ65,1/1/2006,10,15,20,3:33 AM,10:22 PM
SK509,1/1/2006,10,15,20,4:44 AM,11:45 PM
SK1509,1/1/2006,4,5,6,5:55 AM,8:30 PM
SK510,1/1/2006,4,5,6,not departed yet,3:16 PM
SK1510,1/1/2006,4,5,6,not departed yet,5:18 PM
SK661,1/1/2006,4,5,6,not departed yet,not arrived yet
SK659,1/1/2006,4,5,6,not departed yet,not arrived yet
SK663,1/1/2006,4,5,6,not departed yet,8:15 AM
LH782,1/1/2006,4,5,6,10:22 PM,10:44 AM
TG925,1/1/2006,4,5,6,11:45 PM,7:30 AM
TG519,1/1/2006,4,5,6,8:30 PM,11:07 AM
TG518,1/1/2006,4,5,6,3:16 PM,2:22 AM
LH627,1/1/2006,4,5,6,5:18 PM,3:33 AM
LH637,1/1/2006,4,5,6,not departed yet,4:44 AM
LH4800,1/1/2006,4,5,6,not departed yet,5:55 AM
LH4810,1/1/2006,4,5,6,not departed yet,not arrived yet
LH4806,1/1/2006,4,5,6,not departed yet,not arrived yet
LH4801,1/1/2006,4,5,6,flight cancel,not arrived yet
LH4811,1/1/2006,4,5,6,flight cancel,not arrived yet
LH4807,1/1/2006,4,5,6,flight cancel,not arrived yet
LH626,1/1/2006,10,15,20,flight cancel,not arrived yet
